,Normalized Time,Flux
0,-1,1.129727496494136
1,0,1.3441949599931642
2,1,1.536515142878574
3,2,1.7096002602923739
4,3,1.8660540459185315
5,4,2.008195413847106
6,5,2.1380807994460787
7,6,2.257525232561203
8,7,2.3681221948697795
9,8,2.471262311745982
10,9,2.5681509275528427
11,10,2.659824611860041
12,11,2.7471666426955617
13,12,2.8309215115741417
14,13,2.9117084937053597
15,14,2.990034325468827
16,15,3.0663050299539023
17,16,3.1408369300951646
18,17,3.2138668876936123
19,18,3.2855618053959263
20,19,3.3560274275106665
21,20,3.425316474370308
22,21,3.4934361438016213
23,22,3.56035501214346
24,23,3.626009366150977
25,24,3.6903089960475564
26,25,3.7531424789309593
27,26,3.8143819807074735
28,27,3.8738876037173124
29,28,3.931511306226012
30,29,3.9871004189894634
31,30,4.040500783154787
32,31,4.0915595328350065
33,32,4.140127544792082
34,33,4.186061576780529
35,34,4.2292261152418
36,35,4.2694949521980945
37,36,4.306752510372801
38,37,4.3408949347632
39,38,4.371830968109238
40,39,4.399482626939761
41,40,4.423785694134403
42,41,4.444690043215276
43,42,4.462159808877198
44,43,4.4761734175784635
45,44,4.4867234913458205
46,45,4.493816637296991
47,46,4.497473134751802
48,47,4.497726531188345
49,48,4.494623157703424
50,49,4.4882215740566735
51,50,4.478591952814865
52,51,4.465815411566888
53,52,4.449983301650446
54,53,4.431196461318456
55,54,4.409564440776219
56,55,4.38520470603946
57,56,4.3582418280981035
58,57,4.328806663420824
59,58,4.297035531401009
60,59,4.263069393925255
61,60,4.227053041840977
62,61,4.18913429270967
63,62,4.149463203856802
64,63,4.108191304367866
65,64,4.065470849332655
66,65,4.021454099306067
67,66,3.9762926276335113
68,67,3.9301366579820614
69,68,3.8831344341245746
70,69,3.8354316237430224
71,70,3.78717075774882
72,71,3.7384907063619988
73,72,3.6895261929472056
74,73,3.640407346372718
75,74,3.5912592924385107
76,75,3.542201784710904
77,76,3.493348874904001
78,77,3.4448086227619488
79,78,3.39668284522077
80,79,3.349066904463794
81,80,3.3020495343304734
82,81,3.2557127043943455
83,82,3.210131520891785
84,83,3.165374163558912
85,84,3.1215018573192492
86,85,3.0785688776592552
87,86,3.0366225884325293
88,87,2.995703510745999
89,88,2.9558454215026018
90,89,2.917075480104579
91,90,2.879414381759364
92,91,2.8428765357758676
93,92,2.8074702671925964
94,93,2.773198040040192
95,94,2.740056700509505
96,95,2.7080377382719374
97,96,2.677127564181278
98,97,2.647307802575488
99,98,2.6185555963925036
100,99,2.590843923316009
101,100,2.564141921175031
102,101,2.538415220834873
103,102,2.513626284836164
104,103,2.4897347500634046
105,104,2.4666977727541197
106,105,2.4444703741943656
107,106,2.423005785485688
108,107,2.402255789812401
109,108,2.382171060686138
110,109,2.36270149469667
111,110,2.3437965373538927
112,111,2.325405500665348
113,112,2.3074778711564723
114,113,2.2899636071067584
115,114,2.2728134238439233
116,115,2.2559790660097727
117,116,2.239413565785569
118,117,2.2230714861410505
119,118,2.2069091482496654
120,119,2.1908848422927973
121,120,2.174959020957597
122,121,2.1590944750162375
123,122,2.143256490458778
124,123,2.127412986737137
125,124,2.111534635763701
126,125,2.0955949613946254
127,126,2.0795704192146944
128,127,2.063440456527472
129,128,2.0471875525411822
130,129,2.030797238827075
131,130,2.0142581002127633
132,131,1.997561756357894
133,132,1.980702824343398
134,133,1.9636788626881065
135,134,1.9464902972876734
136,135,1.9291403298500955
137,136,1.9116348294796228
138,137,1.8939822081361561
139,138,1.876193280770197
140,139,1.8582811110037696
141,140,1.840260843295316
142,141,1.8221495225910727
143,142,1.803965902526738
144,143,1.7857302433010402
145,144,1.7674641003969465
146,145,1.7491901053764614
147,146,1.7309317400210373
148,147,1.712713105131362
149,148,1.6945586853374301
150,149,1.676493111302177
151,150,1.658540920729299
152,151,1.640726319608006
153,152,1.6230729451441044
154,153,1.6056036318378055
155,154,1.5883401821737388
156,155,1.5713031433876279
157,156,1.5545115917667252
158,157,1.5379829259271887
159,158,1.5217326704908718
160,159,1.5057742915563344
161,160,1.4901190253239363
162,161,1.4747757211925516
163,162,1.4597507005954216
164,163,1.4450476327847648
165,164,1.4306674287087935
166,165,1.4166081540504523
167,166,1.402864962414354
168,167,1.389430049556775
169,168,1.3762926294529592
170,169,1.3634389328861956
171,170,1.350852229123903
172,171,1.3385128711170857
173,172,1.3263983645207877
174,173,1.3144834606843705
175,174,1.302740273601288
176,175,1.2911384206384164
177,176,1.2796451866845673
178,177,1.2682257111664643
179,178,1.2568431971779246
180,179,1.245459141753992
181,180,1.2340335860962184
182,181,1.2225253843178172
183,182,1.2108924890279416
184,183,1.1990922518125113
185,184,1.1870817363947113
186,185,1.174818041971261
187,186,1.1622586339205458
188,187,1.149361678765536
189,188,1.1360863799478784
190,189,1.122393310629354
191,190,1.1082447393829247
192,191,1.093604944267476
193,192,1.0784405103981034
194,193,1.0627206057268972
195,194,1.046417229337678
196,195,1.0295054261316263
197,196,1.0119634613391386
198,197,0.993772947836201
199,198,0.9749189187709755
200,199,0.9553898375178591
201,200,0.9351775364718034
202,201,0.9142770756749512
203,202,0.892686511730425
204,203,0.8704065669042436
205,204,0.8474401877454374
206,205,0.8237919819664818
207,206,0.7994675217209093
208,207,0.7744725007919233
209,208,0.7488117325651764
210,209,0.7224879750001976
